Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 2552;Kalkandelen;reft vilayet, 3 Ca. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 Ca. 1260;04/13/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2553;Kalkandelen;reft vilayet', 22 N. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;22 N. 1262;08/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2555;Kalkandelen;reft vilayet, 3 B. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 B. 1261;06/13/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2556;Kalkandelen;reft vilayet, 23.Za.1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23.Za.1260;11/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2557;Kalkandelen;reft vilayet, 3.Ca.1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3.Ca.1260;04/13/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2558;Kalkandelen;reft vilayet, 22 N. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;22 N. 1262;08/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2559;Kalkandelen;reft memleket, 7 Ca. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 Ca. 1261;05/17/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2560;Kalkandelen;reft vilayet, 22 N. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;22 N. 1262;08/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2561;Kalkandelen;reft vilayet, 26.Ra.1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26.Ra.1261;03/31/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2562;Kalkandelen;reft, 3.Ca.1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3.Ca.1260;04/13/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2564;Kalkandelen;reft memleket, 13 Ş. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;13 Ş. 1264;07/10/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2566;Ereğli;reft vilayet, 5.N.1265;Tatavla;41,06;28,98;;;Ereğli;37,51;34,05;5.N.1265;08/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2568;Mazarak;reft vilayet, 6 Ş. 1267;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;6 Ş. 1267;07/01/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2569;Mazarak;reft vilayet, 29 B. 1260;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;29 B. 1260;06/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2570;Argirili;reft vilayet, 3 N. 1260;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;3 N. 1260;07/05/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2572;Mazarak;reft vilayet, 17 R. 1264;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;17 R. 1264;03/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2573;Mazarak;Reft, 6 L. 1265;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;6 L. 1265;09/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2575;Mazarak;reft vilayet, 21 B. 1262;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;21 B. 1262;06/20/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2576;Mazarak;reft vilayet, 21 B. 1262;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;21 B. 1262;06/20/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2577;Yanyalı;Marmara, 5.Ş. 1262;Tatavla;41,06;28,98;;;Marmara;40,58;27,56;5 Ş. 1262;07/04/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2582;Argirili;reft memleket, 7 S. 1266;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;7 S. 1266;12/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2583;Argirili;Silivri, 2 B. 1262;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;2 B. 1262;06/01/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2584;Argirili;reft memleket, 5.Ca.1263;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;5 Ca. 1263;03/07/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2587;Argirili;reft memleket, 2.Ş. 1260;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;2 Ş. 1260;07/01/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2588;Kömürce ?;reft memleket, 30.Ca.1267;Tatavla;41,06;28,98;;;Kömürce;40,98;29,15;30 Ca. 1267;04/01/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2594;Kızanlık;reft memleket, 23 M. 1266;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;23 M. 1266;12/28/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2595;Kızanlık;reft vilayet, 6 C. 1266;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;6 C. 1266;04/06/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2596;Filibeli;reft vilayet, 28.Za.1260;Tatavla;41,06;28,98;;;Filibeli;42,14;24,75;28 Za. 1260;11/25/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2597;Filibeli;reft vilayet, 17.Ş.1260;Tatavla;41,06;28,98;;;Filibe;42,15;24,75;17.Ş.1260;08/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2598;Kızanlık;reft vilayet, 20 M. 1266;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;20 M. 1266;11/25/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2599;Filibeli;İzmir, 17 Ş. 1261;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;17 Ş. 1261;08/21/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2600;Kızanlık;reft vilayet, 2 Ca. 1263;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;2 Ca. 1263;02/26/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2602;Kızanlık;reft vilayet, 26.M.1263;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;26.M.1263;12/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2604;Kızanlık;reft memleket, 9 B. 1272;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;9 B. 1272;03/15/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2606;Kızanlık;reft memleket, 29 Za. 1265;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;29 Za. 1265;10/20/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2608;Filibeli;reft vilayet, 3.R.1261;Tatavla;41,06;28,98;;;Filibe;42,15;24,75;3.R.1261;04/06/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2609;Kızanlık;reft, 25 Z. 1260;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;25 Z. 1260;01/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2611;Deriz ?;reft Çekmece, 8.Ca.1261;Tatavla;41,06;28,98;;;Çekmece;41,02;28,78;8.Ca.1261;05/14/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2612;İzladi;reft vilayet, 11 M. 1261;Tatavla;41,06;28,98;;;İzladi;43,72;23,23;11 M. 1261;01/14/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2614;Kızanlık;İzladi, 18 N. 1260;Tatavla;41,06;28,98;;;İzladi;43,72;23,23;18 N. 1260;07/25/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2617;Manastır;reft vilayet, 11 N. 1260;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;11 N. 1260;07/18/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2621;Manastır;reft vilayet, 11 Ş. 1262;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;11 Ş. 1262;08/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2623;Manastır;reft vilayet, 1.B.1263;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;1.B.1263;05/23/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2624;Kalkandelen;reft vilayet, 31 Z. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;31 Z. 1261;12/31/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2628;Argirili;reft vilayet, 14 L. 1260;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;14 L. 1260;11/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2629;Ohri;reft vilayet, 1 M. 1267;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;1 M. 1267;11/23/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2630;İzladi;reft vilayet, 28 Ca. 1261;Tatavla;41,06;28,98;;;İzladi;43,72;23,23;28 Ca. 1261;06/30/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2631;İzladi;reft vilayet, 20 M. 1261;Tatavla;41,06;28,98;;;İzladi;43,72;23,23;20 M. 1261;02/23/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2633;Debre;reft memleket, 1.Ş. 1262;Tatavla;41,06;28,98;;;Debre;41,52;20,53;1.Ş. 1262;07/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2634;Kalkandelen;reft vilayet, 25 Ra. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;25 Ra. 1261;03/30/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2635;Kalkandelen;Reft Vilayet, 6 Ca. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 Ca. 1261;05/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2637;Kalkandelen;reft vilayet, 26 R. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26 R. 1260;05/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2638;Kalkandelen;reft vilayet, 23 R. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23 R. 1260;05/27/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2639;Kalkandelen;reft vilayet, 27.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27.Ra.1262;04/01/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2640;Kalkandelen;reft vilayet, 23 Za. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23 Za. 1260;12/10/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2641;Kalkandelen;reft memleket, 19.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;19.Ra.1262;03/24/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2642;Kalkandelen;reft vilayet, 9.Ş.1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;9.Ş.1267;07/10/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2643;Kalkandelen;reft vilayet, 7 L. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 L. 1260;11/23/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2644;Kalkandelen;reft vilayet, 18.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;18.Ra.1262;03/18/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2645;Kalkandelen;reft vilayet, 1 Ca. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;1 Ca. 1264;04/05/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2646;Kalkandelen;reft vilayet, 6 Ca. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 Ca. 1261;05/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2647;Kalkandelen;reft vilayet, 28 B. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;28 B. 1260;07/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2648;Debre;reft vilayet, 6 Ca. 1261;Tatavla;41,06;28,98;;;Debre;41,52;20,53;6 Ca. 1261;05/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2649;Debre;reft vilayet, 23 Z. 1262;Tatavla;41,06;28,98;;;Debre;41,52;20,53;23 Z. 1262;12/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2650;Debre;reft memleket, 13.B.1261;Tatavla;41,06;28,98;;;Debre;41,52;20,53;13.B.1261;06/16/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2651;Debre;reft vilayet, 6 C. 1264;Tatavla;41,06;28,98;;;Debre;41,52;20,53;6 C. 1264;06/30/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2652;Kalkandelen;reft vilayet, 30.C.1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;30.C.1260;06/03/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2653;Kalkandelen;reft vilayet, 19 Za. 1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;19 Za. 1261;11/23/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2654;Kalkandelen;reft vilayet, 29 B. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;29 B. 1260;07/31/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2655;Kalkandelen;reft memleket, 27.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27.Ra.1262;03/27/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2656;Kalkandelen;reft memleket, 28 N. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;28 N. 1260;08/31/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2657;Kalkandelen;reft vilayet, 23.Ca.1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23.Ca.1263;05/30/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2658;Kalkandelen;reft memleket, 13 B. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;13 B. 1262;07/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2659;Kalkandelen;reft vilayet, 18 Za. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;18 Za. 1263;10/11/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2660;Kalkandelen;reft vilayet, 30 C. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;30 C. 1260;06/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2663;Kızanlık;reft vilayet, 15 L. 1260;Tatavla;41,06;28,98;;;Kızanlık;42,62;25,39;15 L. 1260;10/23/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2666;Manastır;reft vilayet, 5 Za. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;5 Za. 1261;09/15/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2667;Koniçe;Reft, 8 N. 1263;Tatavla;41,06;28,98;;;Koniçe;40,05;20,75;8 N. 1263;07/18/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2668;Resne;reft vilayet, 10.Za.1265;Tatavla;41,06;28,98;;;Resne;41,09;21,01;10 Za. 1265;09/14/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2669;Premeli ?;reft vilayet, 16 C. 1263;Tatavla;41,06;28,98;;;Premeli;41,18;20,67;16 C. 1263;06/30/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2670;Premeli ?;reft vilayet, 21 L. 1261;Tatavla;41,06;28,98;;;Premeli;41,18;20,67;21 L. 1261;10/01/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2673;Filibeli;reft memleket, 3.Ş.1261;Tatavla;41,06;28,98;;;Filibeli;42,14;24,75;3 Ş. 1261;07/15/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2674;Selvi;reft memleket, 3.R.1262;Tatavla;41,06;28,98;;;Selvi;43,42;25,43;3 R. 1262;04/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2678;Oberli ?;reft vilayet, 29 C. 1262;Tatavla;41,06;28,98;;;Oberli;41,12;20,8;29 C. 1262;06/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2683;Pirlepe;reft vilayet, 19 S. 1262;Tatavla;41,06;28,98;;;Pirlepe;41,34;21,55;19 S. 1262;03/30/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2686;Manastır;Edirne, 24 L. 1261;Tatavla;41,06;28,98;;;Edirne;41,68;26,56;24 L. 1261;10/04/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2687;Manastır;reft vilayet, 11.Ş.1262;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;11 Ş. 1262;07/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2688;Manastır;reft vilayet, 3 N. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;3 N. 1261;07/13/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2689;Manastır;reft memleket, 26 C. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;26 C. 1261;06/30/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2690;Ohri;reft vilayet, 12 M. 1266;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;12 M. 1266;11/25/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2691;Ohri;reft vilayet, 28 B. 2261;Tatavla;41,06;28,98;;;Ohri;41,12;20,8;28 B. 2261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2692;Manastır;reft vilayet, 4 N. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;4 N. 1261;08/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2693;Manastır;bu dahi [vilayet], 6 B. 1250;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;6 B. 1250;10/18/1834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2694;Manastır;reft vilayet, 12 L. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;12 L. 1261;10/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2695;Manastır;reft vilayet, 28 B. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;28 B. 1261;07/23/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2696;Manastır;reft vilayet, 12 N. 1262;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;12 N. 1262;08/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2697;Manastır;reft memleket, 13 L. 1263;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;13 L. 1263;09/18/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2698;Manastır;reft vilayet, 12 L. 1261;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;12 L. 1261;10/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 2699;Manastır;reft vilayet, 5 N. 1262;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;5 N. 1262;08/08/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
